image_path,sample_id,panel_id,question_type,question,answer_type,answer
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_8_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_8,a,Application/Performance,At what cation ratio do the ACIGS solar cells start showing FF losses ?,Paragraph,"1. For ZGO, FF losses occur at a cation ratio of 0.32
2. For TGO, FF losses occur at a cation ratio of 0.16"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_8_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_8,a,Structure-Property,How does Ge content influence the band energies of TGO?,Paragraph,"The TGO sample set also showed a noteworthy correlation between the large tailing observed in the optical absorption and XPS Ev spectra, the high resistivity, and the amorphous nature of these films. Compared to the previous study using a high-temperature ALD process, the films in this
study are similar in terms of being amorphous, showing tails in the optical absorption and an increasing Ec position with increasing Ge content."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_9_b.jpg,atomic-layer-deposition/experimental-usecase/25/figure_9,b,Application/Performance,How did the Ge content affect the Voc of ZGO based solar cells?,Paragraph,"As the Ge content was increased for the ZGO films, the solar cells showed a decrease in Voc, compared to solar cells using ZnO . When the Ge content increased further, there was an increase in Voc up to ZGO 0.37."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_9_b.jpg,atomic-layer-deposition/experimental-usecase/25/figure_9,b,Comparative/Trend,How is the performance of CdS based device in both cases?,Factoid,"From figure a it appears, the device characteristics of CdS is better than device b as the Voc seems higher in case a than case b."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_9_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_9,a,Structure-Property,What are the device structures used for solar cell characteristics?,List,"1. ZnO:Al/ZnO/TGO/ACIGS/Mo/SLG solar cell stacks
, 2. ZnO:Al/ZnO/ZGO/ACIGS/Mo/SLG solar cell stacks"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_9_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_9,a,Application/Performance,How did the Ge content influence the performance of Ge doped tin oxide in the solar cells?,Paragraph,"Until TGO 0.10, the Voc of the solar cells increased with increasing Ge content. At the same time, the short circuit current density (Jsc) remained unchanged. For TGO 0.16, both the Voc and the FF started to drop off due to a kink in the J−V curve around Voc. Finally, the solar cells with TGO 0.30 show low FF, low Voc and a tiny Jsc, suggesting that the transport of photoexcited electrons has been almost completely hampered."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_1,a,Comparative/Trend,"How does the growth rate trend differ among Tin Oxide, Indium Oxide, and ITO as deposition temperature increases?",Paragraph,"Tin Oxide shows a steep increase in growth rate with temperature, Indium Oxide increases more moderately, and ITO remains stable between 200–300 °C, forming a defined “ITO Window.”"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_1,a,Structure-Property,What is plotted on the y-axis?,Factoid,Growth rate (Å/Cycle).
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_1,a,Application/Performance,What materials are comapred in this figure?,List,"Tin Oxide, Indium Oxide, ITO (Indium Tin Oxide)"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_1,a,Process-Oriented,Does the figure indicate a temperature range where ITO growth is most stable?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_10_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_10,a,Process-Oriented,How does the intensity vary across the diffraction angles?,Paragraph,"The intensity shows a dominant peak at ~28.5°, corresponding to the (222) plane, with several smaller peaks at higher angles like (400), (440), and (622), indicating crystalline structure."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_10_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_10,a,Structure-Property,What does the peak at 28.5° 2θ represent?,Factoid,It corresponds to the (222) crystallographic plane.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_10_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_10,a,Application/Performance,What preperties can be inferred from this XRD pattern?,List,"Crystallinity , Phase identification ,Preferred orientation"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_10_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_10,a,Process-Oriented,Can XRD be used to confirm the presence of specific crystal structures?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_2_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_2,a,Comparative/Trend,How does the growth rate vary with increasing % SnO₂ cycles?,Paragraph,"The growth rate decreases steadily as the % SnO₂ cycles increases, for both ellipsometry and XRF measurements, with ellipsometry consistently reading higher."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_2_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_2,a,Structure-Property,Does the figure suggest a linear relationship between SnO₂ content and growth rate?,Factoid,"No, the trend is nonlinear, especially in the low % SnO₂ region."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_2_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_2,a,Application/Performance,What measurement methods are used in this plot?,List,"Ellipsometry, X-ray fluorescence (XRF),  Rule of Mixtures model"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_2_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_2,a,Process-Oriented,"What does the dashed line labeled ""Rule of Mixtures"" represent?",Factoid,It represents a theoretical growth rate expected from a weighted average of individual components.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_3,a,Comparative/Trend,How does the measured SnO₂ content compare to the Rule of Mixtures prediction?,Paragraph,"The measured SnO₂ content increases faster than the Rule of Mixtures prediction, indicating a non-linear trend in incorporation."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_3,a,Structure-Property,Does the SnO₂ content rise proportionally with % SnO₂ cycles?,Yes/No,No
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_3,a,Application/Performance,What does this figure imply about material incorporation during ALD?,List,"Enhanced SnO₂ uptake, Possible non-ideal mixing behavior, Deviations from theoretical assumptions"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_3,a,Process-Oriented,Is the Rule of Mixtures a good predictor of SnO₂ content in this process?,Yes/No,No
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_4,a,Comparative/Trend,How do the growth rate trends of SnO₂ and In₂O₃ compare across ALD cycles?,Paragraph,"SnO₂ shows sharp dips at regular intervals, suggesting a periodic change, while In₂O₃ growth rate remains relatively stable."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_4,a,Structure-Property,Which material shows periodic drops in growth rate over ALD cycles?,Factoid,SnO₂
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_4,a,Application/Performance,What might these trends in growth rate indicate about SnO₂ and In₂O₃ behaviour?,List,"SnO₂ growth may be affected by precursor pulsing or surface saturation ,In₂O₃ growth is more consistent, Useful for tuning multilayer structures."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_4,a,Process-Oriented,Is there a noticeable difference in growth behavior between SnO₂ and In₂O₃?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_5_b.jpg,atomic-layer-deposition/experimental-usecase/26/figure_5,b,Application/Performance,What might these mass spectrometry signals indicate about the ALD process?,List,"Precursor injection timing , Byproduct removal, Reaction step resolution"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_5_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_5,a,Comparative/Trend,How do the signal trends of cyclopentadiene and ozone compare over time?,Paragraph,"Cyclopentadiene signal increases with each cycle, while ozone shows decaying or pulsed signals that drop off more quickly."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_5_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_5,a,Structure-Property,Does the SnO₂ cycling affect the mass spectrometry signal intensities?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_5_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_5,a,Process-Oriented,What mass signals are tracked in this figure?,Factoid,"m=66 (cyclopentadiene), m=48 (ozone)"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_6,a,Comparative/Trend,What trend is observed between ALD cycles and ITO thickness?,Paragraph,"The ITO thickness increases linearly with the number of ALD cycles, indicating a consistent growth rate."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_6,a,Structure-Property,Does the ITO thickness increase proportionally with ALD cycles?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_6,a,Application/Performance,What parameters affect the ITO film thickness in this chart?,List,"Number of ALD cycles, ITO Thickness."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_6,a,Process-Oriented,Can this data be used to estimate thickness for a given cycle count?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_7_b.jpg,atomic-layer-deposition/experimental-usecase/26/figure_7,b,Structure-Property,At what % SnO₂ cycles does the carrier concentration reach 10²² cm⁻³?,Factoid,25%
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_7_b.jpg,atomic-layer-deposition/experimental-usecase/26/figure_7,b,Process-Oriented,Does mobility remain constant across all SnO₂ concentrations measured?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_7_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_7,a,Comparative/Trend,How does resistivity change with increasing % SnO₂ cycles?,Paragraph,"Resistivity drops sharply at low SnO₂ percentages, plateaus, and then increases again beyond 20%."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_7_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_7,a,Application/Performance,What two key electronic properties are affected by increasing SnO₂ cycles?,List,"Resisitivity, Carrier concentration, Mobility"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_8_b.jpg,atomic-layer-deposition/experimental-usecase/26/figure_8,b,Structure-Property,Does higher depostio temperature lead to lower resisitivity?,Factoid,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_8_b.jpg,atomic-layer-deposition/experimental-usecase/26/figure_8,b,Process-Oriented,At what depostion temperature is the lowest resistivity observed?,Factoid,350 °C
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_8_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_8,a,Comparative/Trend,How does resitivity change as the number of ALD cycles increases?,Paragraph,Resistivity decreases rapidly during early cycles and plateaus at ~0.002 Ω·cm after 500 Å film thickness.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_8_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_8,a,Application/Performance,What parameters influence resistivity in these experiments?,List,"ALD cycle number, ITO thickness, Depostion temperature"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_9_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_9,a,Comparative/Trend,How does optical transmission change as the percentage of Sn cycles increases?,Paragraph,"As the percentage of Sn cycles increases, the optical transmission initially rises sharply. This rapid improvement occurs up to approximately 5–10% Sn cycles, indicating a significant enhancement in transparency with minimal Sn incorporation. Beyond this point, the curve begins to plateau, and further increases in Sn content do not yield substantial gains. The optical transmission stabilizes near 92%, suggesting a saturation point where additional Sn cycles have a negligible impact on optical performance. This trend implies that optimal transparency can be achieved with a relatively low Sn cycle percentage."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_9_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_9,a,Structure-Property,Does increasing Sn cycle percentage improve the otical transmission?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_9_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_9,a,Application/Performance,What performance metric is shown for different Sn concentrations?,Factoid,Optical transmission (%)
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_26_figure_9_a.jpg,atomic-layer-deposition/experimental-usecase/26/figure_9,a,Process-Oriented,Is optical transmission affected by the Sn cycle percentage?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_1_b.jpg,atomic-layer-deposition/experimental-usecase/27/fig_1,b,Comparative/Trend,What is the GPC of the given process?,Factoid,b	The GPC is 20/50 = 0.4 nm/cycle.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_1,a,Process-Oriented,What is a temperature window and is this present for the growth of TiN?,Paragraph,a	A temperature window is a range of temperatures where the GPC is independent of temperature. The graph shows this between 200 and 300 degrees celcius.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_1,a,Process-Oriented,"Does the temperature window also apply for the resistivity, as it does for the thickness?",Paragraph,"a	Within the range of 200 to 300 degrees celcius there is a change in resistivity, indicating that the temperature window does not apply for the resistivity."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_1,a,Process-Oriented,What could be a reason for the increasing GPC for increasing temperature?,Paragraph,a	A possible explaination for more growth at higher temperatures is parasitic CVD due to decomposition of precursor molecules.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_2_b.jpg,atomic-layer-deposition/experimental-usecase/27/fig_2,b,Comparative/Trend,What deposition temperature yields the lowest impurities?,Factoid,b	The lowest impurities are achieved at 250 degrees C.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_2_b.jpg,atomic-layer-deposition/experimental-usecase/27/fig_2,b,Process-Oriented,What is a possible source of impurities?,Paragraph,b	A common source of carbon impurities is the precursor ligands. Oxygen impurities can arise due to background water in the reactor which is incorporated by the plasma
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_2,a,Process-Oriented,Why is there O of SiO2 visible from 10 min of sputter time onwards?,Paragraph,a	This is due to the penetration depth of the measurement method which is likely to be around 5-10 nm.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_2,a,Process-Oriented,On what material was the TiN deposited?,Paragraph,"a	The TiN was deposited on silicon oxide, this is shown by the Si and O from SiO2 signal."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_3,a,Process-Oriented,What is the C-H peak usually attributed to when looking at a carbon XPS spectrum?,Paragraph,a	Usually a carbon peak resulting from a surface scan is attributed to advantitious carbon coming from ambient.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_3,a,Process-Oriented,What step is causing the formation of Ti-C bonds?,Paragraph,a	It must be the plasma step that incorporates the ligands in the film as the precursor molecule only has Ti-N bonds.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_3,a,Process-Oriented,What is the peak position of Ti-C?,Factoid,a	The peak is positioned at roughly 283 eV.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_3,a,Comparative/Trend,Are there any peaks visible between 288 and 294 eV?,Yes/No,"a	No there are not, just noise."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_4,a,Process-Oriented,"Based on the given image, is the process conformal?",Paragraph,"a	The image shows similar TiN thickness's on the sidewalls of the 3D structures as well as on top, indicating good conformality."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_4,a,Structure-Property,What is the aspect ratio of the given structure?,Factoid,a	The aspect ratio is 10.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_4,a,Process-Oriented,Are there edge effects that influence the growth?,Paragraph,a	The top edges show chamfered edges indicating that edge effects do play a role in the deposition at these locations.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_27_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/27/fig_4,a,Process-Oriented,Is the plasma enhanced growth of TiN radical or ion driven?,Paragraph,"a	The process is likely radical driven as the sidewalls, that are not influenced by the ions, show similar thickness's as the top and bottom surface."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_1,a,Process-Oriented,What type of material is likely grown?,Factoid,a	GeSe
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_1,a,Process-Oriented,What type of processing gas is used in this process?,Factoid,a	Argon
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_1_b.jpg,atomic-layer-deposition/experimental-usecase/28/figure_1,b,Process-Oriented,What could be a reason for the pulsed dosing of HGeCl3?,Paragraph,"b	With pulsed dosing the nucleation density can be increased, as physisorbed precursors are removed during the pulsing steps."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_1_b.jpg,atomic-layer-deposition/experimental-usecase/28/figure_1,b,Process-Oriented,"Besides the time schedule of an ALD cycle, what is another important process parameter?",Factoid,b	Temperature
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_11_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_11,a,Comparative/Trend,At what time is the maximum voltage measured?,Factoid,a	2 microseconds
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_11_c.jpg,atomic-layer-deposition/experimental-usecase/28/figure_11,c,Comparative/Trend,What is the threshold voltage?,Factoid,c	2.1 V.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_11_d.jpg,atomic-layer-deposition/experimental-usecase/28/figure_11,d,Process-Oriented,Is there a voltage pulse applied in this part of the graph?,Yes/No,d	No
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_11_b.jpg,atomic-layer-deposition/experimental-usecase/28/figure_11,b,Application/Performance,What does the threshold voltage entail?,Paragraph,b	The moment at which the GeSe transitions from a resistive phase to a low resistance mode.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_12_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_12,a,Comparative/Trend,What is the threshold voltage?,Factoid,a	slightly below 1 V
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_12_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_12,a,Process-Oriented,Is there a lot of deviation in the datapoints?,Paragraph,a	There seem to be a lot of datapoints where just noise is measured resulting in a huge spread in datapoints.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_12_b.jpg,atomic-layer-deposition/experimental-usecase/28/figure_12,b,Comparative/Trend,Do the experimental data and simulated data overlap?,Paragraph,"b	Yes mostly for low voltages the different types of data overlap, however the switching current is less accurately simulated."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_12_b.jpg,atomic-layer-deposition/experimental-usecase/28/figure_12,b,Comparative/Trend,What is the maximal current through the device stack?,Factoid,b	10^-3 ampere
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_4,a,Comparative/Trend,What is an expected trend for perfect ALD with respect to layer density and cycle number?,Paragraph,"a	For perfect ALD, every cycle, the amount of deposited material is the same, meaning there should be a linear relation between the cycle number and the layer density."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_4,a,Process-Oriented,Can different dosing schemes be used to differ the material composition?,Paragraph,"a	For all substrates and dosing methods the composition is the same, i.e. Ge:Se is 1:1. This means that differently dosing the precursors will not result in different composition."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_4_b.jpg,atomic-layer-deposition/experimental-usecase/28/figure_4,b,Process-Oriented,What could be the reason for decreasing growth rate for increasing temperature?,Paragraph,b	This can be caused by desorption of adsorbed species leading to less film growth.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_4_b.jpg,atomic-layer-deposition/experimental-usecase/28/figure_4,b,Process-Oriented,Which precursor dose is more susceptible to desorption upon increasing temperature?,Paragraph,"b	With increasing temperature the Ge contribution increases in the film, meaning there is less Se. This means that the Se precursor desorbs more easily."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_6,a,Application/Performance,What type of information can be retrieved from XRR data?,Paragraph,"a	With the fitting of XRR data, the density, thickness, and roughness can be calculated."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_6_c.jpg,atomic-layer-deposition/experimental-usecase/28/figure_6,c,Structure-Property,What main contaminant is present in the film?,Factoid,c	oxygen
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_6_c.jpg,atomic-layer-deposition/experimental-usecase/28/figure_6,c,Process-Oriented,Where is the oxygen contaminant likely coming from?,Paragraph,c	The oxygen can be diffusing from the SiO2 substrate or be incorporated due to exposure to ambient conditions.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_6_d.jpg,atomic-layer-deposition/experimental-usecase/28/figure_6,d,Process-Oriented,Is the Ge:Se ratio equal throughout the film?,Paragraph,"d	It seems as if the Ge:Se ratio is not equal everywhere in the film. Initially there is more Se, but deeper in the film there is more Ge."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_7_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_7,a,Process-Oriented,Can from this graph be concluded that there is more Ge-O than Ge-Se?,Paragraph,"a	This can not so easily be concluded as a higher peak does not necessarily mean more of a material, as the peaks can both scale differently with densities of species."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_7_c.jpg,atomic-layer-deposition/experimental-usecase/28/figure_7,c,Comparative/Trend,What is the peak location of the selenium peak for the Ge-Se bond?,Factoid,c	The peak location is 55 eV.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_7_d.jpg,atomic-layer-deposition/experimental-usecase/28/figure_7,d,Process-Oriented,How are the electrons generated used for characterization in XPS?,Paragraph,d	The electrons are generated by x-rays impinging on the surface of  a material.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_7_b.jpg,atomic-layer-deposition/experimental-usecase/28/figure_7,b,Comparative/Trend,What is the simulated envelope composed of?,Paragraph,b	The envelope is composed of a model for the Ge-O and the Ge-Se peaks. This together with a background line will be fitted on the experimental data.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_9_a.jpg,atomic-layer-deposition/experimental-usecase/28/figure_9,a,Structure-Property,Is the material more conductive in amorphous state or crystalline state?,Paragraph,"a	The material is more conductive in crystalline state, at higher temperatures the material is more crystalline. Also for these high temperatures lower sheet resistances are measured."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-deposition_experimental-usecase_28_figure_9_c.jpg,atomic-layer-deposition/experimental-usecase/28/figure_9,c,Structure-Property,How many peaks related to crystallinty are observed?,Factoid,c	There are two peaks
